model,top_n,seed,universe_id,target,prediction,residual
Static GCN,200,123,LH_472,0.3601999878883362,0.29618924856185913,-0.06401073932647705
Static GCN,200,123,LH_414,0.29820001125335693,0.29618924856185913,-0.0020107626914978027
Static GCN,200,123,LH_289,0.20739999413490295,0.29618924856185913,0.08878925442695618
Static GCN,200,123,LH_269,0.3529999852180481,0.29618924856185913,-0.056810736656188965
Static GCN,200,123,LH_327,0.15060000121593475,0.29618924856185913,0.14558924734592438
Static GCN,200,123,LH_311,0.10859999805688858,0.30810558795928955,0.19950558990240097
Static GCN,200,123,LH_420,0.4625999927520752,0.29618924856185913,-0.16641074419021606
Static GCN,200,123,LH_105,0.2754000127315521,0.29618924856185913,0.020789235830307007
Static GCN,200,123,LH_247,0.19419999420642853,0.308152973651886,0.11395297944545746
Static GCN,200,123,LH_410,0.40779998898506165,0.298427551984787,-0.10937243700027466
Static GCN,200,123,LH_267,0.11940000206232071,0.2966219186782837,0.17722191661596298
Static GCN,200,123,LH_175,0.38499999046325684,0.29618924856185913,-0.0888107419013977
Static GCN,200,123,LH_156,0.16699999570846558,0.29618924856185913,0.12918925285339355
Static GCN,200,123,LH_496,0.27619999647140503,0.30361756682395935,0.02741757035255432
Static GCN,200,123,LH_18,0.4578000009059906,0.2996395230293274,-0.1581604778766632
Static GCN,200,123,LH_428,0.4941999912261963,0.29618924856185913,-0.19801074266433716
Static GCN,200,123,LH_240,0.24379999935626984,0.29618924856185913,0.052389249205589294
Static GCN,200,123,LH_135,0.10700000077486038,0.3140404224395752,0.2070404216647148
Static GCN,200,123,LH_244,0.18979999423027039,0.3005611002445221,0.11076110601425171
Static GCN,200,123,LH_293,0.2978000044822693,0.29618924856185913,-0.0016107559204101562
Static GCN,200,123,LH_220,0.35339999198913574,0.2992739975452423,-0.05412599444389343
Static GCN,200,123,LH_149,0.10899999737739563,0.296874076128006,0.18787407875061035
Static GCN,200,123,LH_10,0.16019999980926514,0.29618924856185913,0.135989248752594
Static GCN,200,123,LH_404,0.29019999504089355,0.29618924856185913,0.005989253520965576
Static GCN,200,123,LH_64,0.17739999294281006,0.29618924856185913,0.11878925561904907
Static GCN,200,123,LH_72,0.2101999968290329,0.3090711534023285,0.0988711565732956
Static GCN,200,123,LH_341,0.26339998841285706,0.29618924856185913,0.032789260149002075
Static GCN,200,123,LH_47,0.4189999997615814,0.3146463632583618,-0.1043536365032196
Static GCN,200,123,LH_22,0.1738000065088272,0.29958945512771606,0.12578944861888885
Static GCN,200,123,LH_52,0.4138000011444092,0.29618924856185913,-0.11761075258255005
Static GCN,200,123,LH_229,0.11500000208616257,0.29618924856185913,0.18118924647569656
Static GCN,200,123,LH_374,0.3693999946117401,0.30690833926200867,-0.062491655349731445
Static GCN,200,123,LH_161,0.10419999808073044,0.3222019374370575,0.21800193935632706
Static GCN,200,123,LH_3,0.23980000615119934,0.29870328307151794,0.058903276920318604
Static GCN,200,123,LH_35,0.272599995136261,0.3014359474182129,0.028835952281951904
Static GCN,200,123,LH_193,0.38420000672340393,0.29618924856185913,-0.0880107581615448
Static GCN,200,123,LH_305,0.4569999873638153,0.29618924856185913,-0.16081073880195618
Static GCN,200,123,LH_449,0.41620001196861267,0.2991928458213806,-0.11700716614723206
Static GCN,200,123,LH_497,0.2770000100135803,0.29618924856185913,0.01918923854827881
Static GCN,200,123,LH_396,0.3578000068664551,0.29618924856185913,-0.06161075830459595
Static GCN,200,123,LH_223,0.4406000077724457,0.29618924856185913,-0.14441075921058655
Static GCN,200,123,LH_463,0.3418000042438507,0.2982145845890045,-0.04358541965484619
Static GCN,200,123,LH_0,0.1462000012397766,0.2997402250766754,0.1535402238368988
Static GCN,200,123,LH_83,0.3357999920845032,0.29618924856185913,-0.03961074352264404
Static GCN,200,123,LH_125,0.41019999980926514,0.29682791233062744,-0.1133720874786377
Static GCN,200,123,LH_359,0.24500000476837158,0.29618924856185913,0.05118924379348755
Static GCN,200,123,LH_485,0.19820000231266022,0.29618924856185913,0.09798924624919891
Static GCN,200,123,LH_486,0.46459999680519104,0.29618924856185913,-0.1684107482433319
Static GCN,200,123,LH_172,0.3901999890804291,0.30414247512817383,-0.08605751395225525
Static GCN,200,123,LH_69,0.241799995303154,0.29643747210502625,0.05463747680187225
Static GCN,200,123,LH_81,0.32339999079704285,0.3059009313583374,-0.017499059438705444
Static GCN,200,123,LH_499,0.23819999396800995,0.29618924856185913,0.05798925459384918
Static GCN,200,123,LH_436,0.4729999899864197,0.2966354489326477,-0.17636454105377197
Static GCN,200,123,LH_174,0.4302000105381012,0.29618924856185913,-0.13401076197624207
Static GCN,200,123,LH_170,0.35580000281333923,0.30045875906944275,-0.055341243743896484
Static GCN,200,123,LH_287,0.43059998750686646,0.3006109893321991,-0.12998899817466736
Static GCN,200,123,LH_274,0.2750000059604645,0.29618924856185913,0.021189242601394653
Static GCN,200,123,LH_194,0.41499999165534973,0.3185461759567261,-0.09645381569862366
Static GCN,200,123,LH_19,0.3061999976634979,0.30722495913505554,0.0010249614715576172
Static GCN,200,123,LH_447,0.22059999406337738,0.3045775294303894,0.08397753536701202
Static GCN,200,123,LH_461,0.4410000145435333,0.32266733050346375,-0.11833268404006958
Static GCN,200,123,LH_429,0.34540000557899475,0.33475261926651,-0.010647386312484741
Static GCN,200,123,LH_55,0.19020000100135803,0.2998173236846924,0.10961732268333435
Static GCN,200,123,LH_136,0.20340000092983246,0.32634830474853516,0.1229483038187027
Static GCN,200,123,LH_208,0.2937999963760376,0.30785417556762695,0.014054179191589355
Static GCN,200,123,LH_393,0.2502000033855438,0.3192498981952667,0.0690498948097229
Static GCN,200,123,LH_44,0.2962000072002411,0.3118957579135895,0.01569575071334839
Static GCN,200,123,LH_137,0.3709999918937683,0.30883997678756714,-0.06216001510620117
Static GCN,200,123,LH_26,0.17980000376701355,0.30277740955352783,0.12297740578651428
Static GCN,500,123,LH_222,0.11020000278949738,0.2903558015823364,0.18015579879283905
Static GCN,500,123,LH_262,0.2766000032424927,0.3021237850189209,0.025523781776428223
Static GCN,500,123,LH_330,0.4758000075817108,0.3029000163078308,-0.17289999127388
Static GCN,500,123,LH_444,0.17579999566078186,0.3029337525367737,0.12713375687599182
Static GCN,500,123,LH_203,0.4918000102043152,0.299130916595459,-0.1926690936088562
Static GCN,500,123,LH_6,0.12020000070333481,0.3025454878807068,0.18234548717737198
Static GCN,500,123,LH_472,0.3601999878883362,0.3025454878807068,-0.057654500007629395
Static GCN,500,123,LH_414,0.29820001125335693,0.3044794797897339,0.006279468536376953
Static GCN,500,123,LH_289,0.20739999413490295,0.2996736466884613,0.09227365255355835
Static GCN,500,123,LH_269,0.3529999852180481,0.3025454878807068,-0.05045449733734131
Static GCN,500,123,LH_327,0.15060000121593475,0.3025454878807068,0.15194548666477203
Static GCN,500,123,LH_311,0.10859999805688858,0.2957634925842285,0.18716349452733994
Static GCN,500,123,LH_420,0.4625999927520752,0.29936885833740234,-0.16323113441467285
Static GCN,500,123,LH_105,0.2754000127315521,0.3032313585281372,0.027831345796585083
Static GCN,500,123,LH_247,0.19419999420642853,0.3025454878807068,0.10834549367427826
Static GCN,500,123,LH_410,0.40779998898506165,0.3025454878807068,-0.10525450110435486
Static GCN,500,123,LH_267,0.11940000206232071,0.3025454878807068,0.18314548581838608
Static GCN,500,123,LH_175,0.38499999046325684,0.30578964948654175,-0.07921034097671509
Static GCN,500,123,LH_156,0.16699999570846558,0.30013954639434814,0.13313955068588257
Static GCN,500,123,LH_496,0.27619999647140503,0.3024178147315979,0.02621781826019287
Static GCN,500,123,LH_18,0.4578000009059906,0.3025454878807068,-0.1552545130252838
Static GCN,500,123,LH_428,0.4941999912261963,0.3032626509666443,-0.190937340259552
Static GCN,500,123,LH_240,0.24379999935626984,0.3025454878807068,0.05874548852443695
Static GCN,500,123,LH_135,0.10700000077486038,0.3025454878807068,0.1955454871058464
Static GCN,500,123,LH_244,0.18979999423027039,0.3025454878807068,0.1127454936504364
Static GCN,500,123,LH_293,0.2978000044822693,0.3053353428840637,0.007535338401794434
Static GCN,500,123,LH_220,0.35339999198913574,0.3020504117012024,-0.05134958028793335
Static GCN,500,123,LH_149,0.10899999737739563,0.3025454878807068,0.19354549050331116
Static GCN,500,123,LH_10,0.16019999980926514,0.3025454878807068,0.14234548807144165
Static GCN,500,123,LH_404,0.29019999504089355,0.3025454878807068,0.012345492839813232
Static GCN,500,123,LH_64,0.17739999294281006,0.2850657105445862,0.10766571760177612
Static GCN,500,123,LH_72,0.2101999968290329,0.3025454878807068,0.09234549105167389
Static GCN,500,123,LH_341,0.26339998841285706,0.3018525540828705,0.03845256567001343
Static GCN,500,123,LH_47,0.4189999997615814,0.3025454878807068,-0.11645451188087463
Static GCN,500,123,LH_22,0.1738000065088272,0.30340075492858887,0.12960074841976166
Static GCN,500,123,LH_52,0.4138000011444092,0.30331337451934814,-0.11048662662506104
Static GCN,500,123,LH_229,0.11500000208616257,0.3025454878807068,0.18754548579454422
Static GCN,500,123,LH_374,0.3693999946117401,0.2961198687553406,-0.07328012585639954
Static GCN,500,123,LH_161,0.10419999808073044,0.3025454878807068,0.19834548979997635
Static GCN,500,123,LH_3,0.23980000615119934,0.3048211932182312,0.06502118706703186
Static GCN,500,123,LH_35,0.272599995136261,0.3025454878807068,0.0299454927444458
Static GCN,500,123,LH_193,0.38420000672340393,0.3025454878807068,-0.08165451884269714
Static GCN,500,123,LH_305,0.4569999873638153,0.3025454878807068,-0.15445449948310852
Static GCN,500,123,LH_449,0.41620001196861267,0.28643599152565,-0.12976402044296265
Static GCN,500,123,LH_497,0.2770000100135803,0.304204523563385,0.027204513549804688
Static GCN,500,123,LH_396,0.3578000068664551,0.2977958917617798,-0.06000411510467529
Static GCN,500,123,LH_223,0.4406000077724457,0.3025454878807068,-0.1380545198917389
Static GCN,500,123,LH_463,0.3418000042438507,0.3025454878807068,-0.03925451636314392
Static GCN,500,123,LH_0,0.1462000012397766,0.29503607749938965,0.14883607625961304
Static GCN,500,123,LH_83,0.3357999920845032,0.3030847907066345,-0.03271520137786865
Static GCN,500,123,LH_125,0.41019999980926514,0.2883635461330414,-0.12183645367622375
Static GCN,500,123,LH_359,0.24500000476837158,0.2827244997024536,0.03772449493408203
Static GCN,500,123,LH_485,0.19820000231266022,0.3028481602668762,0.104648157954216
Static GCN,500,123,LH_486,0.46459999680519104,0.3025454878807068,-0.16205450892448425
Static GCN,500,123,LH_172,0.3901999890804291,0.3025454878807068,-0.08765450119972229
Static GCN,500,123,LH_69,0.241799995303154,0.3018909692764282,0.06009097397327423
Static GCN,500,123,LH_81,0.32339999079704285,0.3015724718570709,-0.021827518939971924
Static GCN,500,123,LH_499,0.23819999396800995,0.301916241645813,0.06371624767780304
Static GCN,500,123,LH_436,0.4729999899864197,0.30293381214141846,-0.17006617784500122
Static GCN,500,123,LH_174,0.4302000105381012,0.3025454878807068,-0.1276545226573944
Static GCN,500,123,LH_170,0.35580000281333923,0.30066588521003723,-0.055134117603302
Static GCN,500,123,LH_287,0.43059998750686646,0.3025454878807068,-0.12805449962615967
Static GCN,500,123,LH_274,0.2750000059604645,0.2908381223678589,0.01583811640739441
Static GCN,500,123,LH_194,0.41499999165534973,0.28659701347351074,-0.128402978181839
Static GCN,500,123,LH_19,0.3061999976634979,0.3016892671585083,-0.004510730504989624
Static GCN,500,123,LH_447,0.22059999406337738,0.30146336555480957,0.08086337149143219
Static GCN,500,123,LH_461,0.4410000145435333,0.3025454878807068,-0.13845452666282654
Static GCN,500,123,LH_429,0.34540000557899475,0.3025454878807068,-0.042854517698287964
Static GCN,500,123,LH_55,0.19020000100135803,0.3025454878807068,0.11234548687934875
Static GCN,500,123,LH_136,0.20340000092983246,0.29379507899284363,0.09039507806301117
Static GCN,500,123,LH_208,0.2937999963760376,0.30272144079208374,0.008921444416046143
Static GCN,500,123,LH_393,0.2502000033855438,0.3029900789260864,0.0527900755405426
Static GCN,500,123,LH_44,0.2962000072002411,0.30275052785873413,0.006550520658493042
Static GCN,500,123,LH_137,0.3709999918937683,0.3025454878807068,-0.06845450401306152
Static GCN,500,123,LH_26,0.17980000376701355,0.30311107635498047,0.12331107258796692
