model,hidden_dim,k,seed,target,prediction,residual
EvolveGCN-H,64,4,123,0.4941999912261963,0.29538220167160034,-0.19881778955459595
EvolveGCN-H,64,4,123,0.24379999935626984,0.28086408972740173,0.0370640903711319
EvolveGCN-H,64,4,123,0.10700000077486038,0.30917102098464966,0.20217102020978928
EvolveGCN-H,64,4,123,0.18979999423027039,0.30787214636802673,0.11807215213775635
EvolveGCN-H,64,4,123,0.2978000044822693,0.30779755115509033,0.009997546672821045
EvolveGCN-H,64,4,123,0.35339999198913574,0.30010029673576355,-0.05329969525337219
EvolveGCN-H,64,4,123,0.10899999737739563,0.2962668240070343,0.18726682662963867
EvolveGCN-H,64,4,123,0.16019999980926514,0.27555057406425476,0.11535057425498962
EvolveGCN-H,64,4,123,0.29019999504089355,0.2964983284473419,0.006298333406448364
EvolveGCN-H,64,4,123,0.17739999294281006,0.2873779237270355,0.10997793078422546
EvolveGCN-H,64,4,123,0.2101999968290329,0.31673744320869446,0.10653744637966156
EvolveGCN-H,64,4,123,0.26339998841285706,0.2984432578086853,0.03504326939582825
EvolveGCN-H,64,4,123,0.4189999997615814,0.27529528737068176,-0.14370471239089966
EvolveGCN-H,64,4,123,0.1738000065088272,0.2973691523075104,0.12356914579868317
EvolveGCN-H,64,4,123,0.4138000011444092,0.28395557403564453,-0.12984442710876465
EvolveGCN-H,64,4,123,0.11500000208616257,0.30947014689445496,0.1944701448082924
EvolveGCN-H,64,4,123,0.3693999946117401,0.32071223855018616,-0.048687756061553955
EvolveGCN-H,64,4,123,0.10419999808073044,0.31772491335868835,0.21352491527795792
EvolveGCN-H,64,4,123,0.23980000615119934,0.29781296849250793,0.058012962341308594
EvolveGCN-H,64,4,123,0.272599995136261,0.2819003760814667,0.009300380945205688
EvolveGCN-H,64,4,123,0.38420000672340393,0.2985481917858124,-0.08565181493759155
EvolveGCN-H,64,4,123,0.4569999873638153,0.27933740615844727,-0.17766258120536804
EvolveGCN-H,64,4,123,0.41620001196861267,0.29152482748031616,-0.12467518448829651
EvolveGCN-H,64,4,123,0.2770000100135803,0.2871316373348236,0.010131627321243286
EvolveGCN-H,64,4,123,0.3578000068664551,0.260600745677948,-0.09719926118850708
EvolveGCN-H,64,4,123,0.4406000077724457,0.29656028747558594,-0.14403972029685974
EvolveGCN-H,64,4,123,0.3418000042438507,0.2990860641002655,-0.042713940143585205
EvolveGCN-H,64,4,123,0.1462000012397766,0.2925235331058502,0.1463235318660736
EvolveGCN-H,64,4,123,0.3357999920845032,0.2721249461174011,-0.06367504596710205
EvolveGCN-H,64,4,123,0.41019999980926514,0.3016650974750519,-0.10853490233421326
EvolveGCN-H,64,4,123,0.24500000476837158,0.2873295545578003,0.04232954978942871
EvolveGCN-H,64,4,123,0.19820000231266022,0.2646998465061188,0.06649984419345856
EvolveGCN-H,64,4,123,0.46459999680519104,0.3003488779067993,-0.16425111889839172
EvolveGCN-H,64,4,123,0.3901999890804291,0.2908029854297638,-0.09939700365066528
EvolveGCN-H,64,4,123,0.241799995303154,0.29704049229621887,0.05524049699306488
EvolveGCN-H,64,4,123,0.32339999079704285,0.3054654598236084,-0.017934530973434448
EvolveGCN-H,64,4,123,0.23819999396800995,0.3033730983734131,0.06517310440540314
EvolveGCN-H,64,4,123,0.4729999899864197,0.3092564642429352,-0.1637435257434845
EvolveGCN-H,64,4,123,0.4302000105381012,0.2829063832759857,-0.14729362726211548
EvolveGCN-H,64,4,123,0.35580000281333923,0.3031824827194214,-0.05261752009391785
EvolveGCN-H,64,4,123,0.43059998750686646,0.3001198470592499,-0.13048014044761658
EvolveGCN-H,64,4,123,0.2750000059604645,0.27717408537864685,0.002174079418182373
EvolveGCN-H,64,4,123,0.41499999165534973,0.3030526340007782,-0.11194735765457153
EvolveGCN-H,64,4,123,0.3061999976634979,0.3023558557033539,-0.003844141960144043
EvolveGCN-H,64,4,123,0.22059999406337738,0.2816721796989441,0.06107218563556671
EvolveGCN-H,64,4,123,0.4410000145435333,0.29517602920532227,-0.14582398533821106
EvolveGCN-H,64,4,123,0.34540000557899475,0.32550936937332153,-0.019890636205673218
EvolveGCN-H,64,4,123,0.19020000100135803,0.29398873448371887,0.10378873348236084
EvolveGCN-H,64,4,123,0.20340000092983246,0.2734629213809967,0.07006292045116425
EvolveGCN-H,64,4,123,0.2937999963760376,0.30606064200401306,0.012260645627975464
EvolveGCN-H,64,4,123,0.2502000033855438,0.27889737486839294,0.02869737148284912
EvolveGCN-H,64,4,123,0.2962000072002411,0.30658474564552307,0.010384738445281982
EvolveGCN-H,64,4,123,0.3709999918937683,0.3301524221897125,-0.040847569704055786
EvolveGCN-H,64,4,123,0.17980000376701355,0.29505762457847595,0.1152576208114624
EvolveGCN-H,64,6,123,0.11020000278949738,0.29360952973365784,0.18340952694416046
EvolveGCN-H,64,6,123,0.2766000032424927,0.2646496593952179,-0.01195034384727478
EvolveGCN-H,64,6,123,0.4758000075817108,0.2985665500164032,-0.17723345756530762
EvolveGCN-H,64,6,123,0.17579999566078186,0.30267763137817383,0.12687763571739197
EvolveGCN-H,64,6,123,0.4918000102043152,0.27347737550735474,-0.21832263469696045
EvolveGCN-H,64,6,123,0.12020000070333481,0.30821335315704346,0.18801335245370865
EvolveGCN-H,64,6,123,0.3601999878883362,0.29343512654304504,-0.06676486134529114
EvolveGCN-H,64,6,123,0.29820001125335693,0.27409565448760986,-0.02410435676574707
EvolveGCN-H,64,6,123,0.20739999413490295,0.30141958594322205,0.09401959180831909
EvolveGCN-H,64,6,123,0.3529999852180481,0.28498998284339905,-0.06801000237464905
EvolveGCN-H,64,6,123,0.15060000121593475,0.2966068983078003,0.14600689709186554
EvolveGCN-H,64,6,123,0.10859999805688858,0.2889963984489441,0.1803964003920555
EvolveGCN-H,64,6,123,0.4625999927520752,0.2771616280078888,-0.1854383647441864
EvolveGCN-H,64,6,123,0.2754000127315521,0.28130993247032166,0.005909919738769531
EvolveGCN-H,64,6,123,0.19419999420642853,0.30815157294273376,0.11395157873630524
EvolveGCN-H,64,6,123,0.40779998898506165,0.297527551651001,-0.11027243733406067
EvolveGCN-H,64,6,123,0.11940000206232071,0.29842934012413025,0.17902933806180954
EvolveGCN-H,64,6,123,0.38499999046325684,0.28247353434562683,-0.10252645611763
EvolveGCN-H,64,6,123,0.16699999570846558,0.285637229681015,0.11863723397254944
EvolveGCN-H,64,6,123,0.27619999647140503,0.30983713269233704,0.03363713622093201
EvolveGCN-H,64,6,123,0.4578000009059906,0.2890527546405792,-0.16874724626541138
EvolveGCN-H,64,6,123,0.4941999912261963,0.28870031237602234,-0.20549967885017395
EvolveGCN-H,64,6,123,0.24379999935626984,0.27454879879951477,0.030748799443244934
EvolveGCN-H,64,6,123,0.10700000077486038,0.3018674850463867,0.19486748427152634
EvolveGCN-H,64,6,123,0.18979999423027039,0.29928162693977356,0.10948163270950317
EvolveGCN-H,64,6,123,0.2978000044822693,0.3010566532611847,0.0032566487789154053
EvolveGCN-H,64,6,123,0.35339999198913574,0.2907606065273285,-0.06263938546180725
EvolveGCN-H,64,6,123,0.10899999737739563,0.2893166244029999,0.18031662702560425
EvolveGCN-H,64,6,123,0.16019999980926514,0.26742738485336304,0.1072273850440979
EvolveGCN-H,64,6,123,0.29019999504089355,0.28902140259742737,-0.0011785924434661865
EvolveGCN-H,64,6,123,0.17739999294281006,0.2793872356414795,0.10198724269866943
EvolveGCN-H,64,6,123,0.2101999968290329,0.3077942728996277,0.09759427607059479
EvolveGCN-H,64,6,123,0.26339998841285706,0.2878377139568329,0.02443772554397583
EvolveGCN-H,64,6,123,0.4189999997615814,0.2688775956630707,-0.15012240409851074
EvolveGCN-H,64,6,123,0.1738000065088272,0.2909815013408661,0.11718149483203888
EvolveGCN-H,64,6,123,0.4138000011444092,0.27692440152168274,-0.13687559962272644
EvolveGCN-H,64,6,123,0.11500000208616257,0.297009140253067,0.18200913816690445
EvolveGCN-H,64,6,123,0.3693999946117401,0.3100210130214691,-0.059378981590270996
EvolveGCN-H,64,6,123,0.10419999808073044,0.3096696138381958,0.20546961575746536
EvolveGCN-H,64,6,123,0.23980000615119934,0.2898646295070648,0.05006462335586548
EvolveGCN-H,64,6,123,0.272599995136261,0.27740955352783203,0.004809558391571045
EvolveGCN-H,64,6,123,0.38420000672340393,0.2917763888835907,-0.09242361783981323
EvolveGCN-H,64,6,123,0.4569999873638153,0.2728271484375,-0.1841728389263153
EvolveGCN-H,64,6,123,0.41620001196861267,0.2853609025478363,-0.13083910942077637
EvolveGCN-H,64,6,123,0.2770000100135803,0.2787311375141144,0.0017311275005340576
EvolveGCN-H,64,6,123,0.3578000068664551,0.2567928731441498,-0.1010071337223053
EvolveGCN-H,64,6,123,0.4406000077724457,0.28542375564575195,-0.15517625212669373
EvolveGCN-H,64,6,123,0.3418000042438507,0.28889310359954834,-0.05290690064430237
EvolveGCN-H,64,6,123,0.1462000012397766,0.28539618849754333,0.13919618725776672
EvolveGCN-H,64,6,123,0.3357999920845032,0.2662390172481537,-0.06956097483634949
EvolveGCN-H,64,6,123,0.41019999980926514,0.2947268784046173,-0.11547312140464783
EvolveGCN-H,64,6,123,0.24500000476837158,0.2811260223388672,0.036126017570495605
EvolveGCN-H,64,6,123,0.19820000231266022,0.2574765086174011,0.059276506304740906
EvolveGCN-H,64,6,123,0.46459999680519104,0.2920801639556885,-0.17251983284950256
EvolveGCN-H,64,6,123,0.3901999890804291,0.28286847472190857,-0.10733151435852051
EvolveGCN-H,64,6,123,0.241799995303154,0.2858417332172394,0.04404173791408539
EvolveGCN-H,64,6,123,0.32339999079704285,0.2968212962150574,-0.026578694581985474
EvolveGCN-H,64,6,123,0.23819999396800995,0.29600900411605835,0.0578090101480484
EvolveGCN-H,64,6,123,0.4729999899864197,0.3034786283969879,-0.16952136158943176
EvolveGCN-H,64,6,123,0.4302000105381012,0.27556172013282776,-0.15463829040527344
EvolveGCN-H,64,6,123,0.35580000281333923,0.29420414566993713,-0.0615958571434021
EvolveGCN-H,64,6,123,0.43059998750686646,0.29293808341026306,-0.1376619040966034
EvolveGCN-H,64,6,123,0.2750000059604645,0.27197954058647156,-0.00302046537399292
EvolveGCN-H,64,6,123,0.41499999165534973,0.2973386347293854,-0.11766135692596436
EvolveGCN-H,64,6,123,0.3061999976634979,0.2941567897796631,-0.012043207883834839
EvolveGCN-H,64,6,123,0.22059999406337738,0.2740287482738495,0.05342875421047211
EvolveGCN-H,64,6,123,0.4410000145435333,0.2860548496246338,-0.15494516491889954
EvolveGCN-H,64,6,123,0.34540000557899475,0.31930699944496155,-0.026093006134033203
EvolveGCN-H,64,6,123,0.19020000100135803,0.28832533955574036,0.09812533855438232
EvolveGCN-H,64,6,123,0.20340000092983246,0.2681771218776703,0.06477712094783783
EvolveGCN-H,64,6,123,0.2937999963760376,0.30057039856910706,0.006770402193069458
EvolveGCN-H,64,6,123,0.2502000033855438,0.2750196158885956,0.024819612503051758
EvolveGCN-H,64,6,123,0.2962000072002411,0.30115020275115967,0.004950195550918579
EvolveGCN-H,64,6,123,0.3709999918937683,0.3232061564922333,-0.047793835401535034
EvolveGCN-H,64,6,123,0.17980000376701355,0.2861051559448242,0.10630515217781067
EvolveGCN-H,64,8,123,0.11020000278949738,0.2980634868144989,0.18786348402500153
EvolveGCN-H,64,8,123,0.2766000032424927,0.268879771232605,-0.007720232009887695
EvolveGCN-H,64,8,123,0.4758000075817108,0.3006244897842407,-0.1751755177974701
EvolveGCN-H,64,8,123,0.17579999566078186,0.2990689277648926,0.12326893210411072
EvolveGCN-H,64,8,123,0.4918000102043152,0.2792001962661743,-0.21259981393814087
EvolveGCN-H,64,8,123,0.12020000070333481,0.31275543570518494,0.19255543500185013
EvolveGCN-H,64,8,123,0.3601999878883362,0.29438796639442444,-0.06581202149391174
EvolveGCN-H,64,8,123,0.29820001125335693,0.27839696407318115,-0.01980304718017578
EvolveGCN-H,64,8,123,0.20739999413490295,0.30609557032585144,0.09869557619094849
EvolveGCN-H,64,8,123,0.3529999852180481,0.2894393801689148,-0.0635606050491333
EvolveGCN-H,64,8,123,0.15060000121593475,0.3012642562389374,0.15066425502300262
EvolveGCN-H,64,8,123,0.10859999805688858,0.29560768604278564,0.18700768798589706
EvolveGCN-H,64,8,123,0.4625999927520752,0.2845880389213562,-0.178011953830719
EvolveGCN-H,64,8,123,0.2754000127315521,0.28628233075141907,0.010882318019866943
EvolveGCN-H,64,8,123,0.19419999420642853,0.31183624267578125,0.11763624846935272
EvolveGCN-H,64,8,123,0.40779998898506165,0.30343037843704224,-0.10436961054801941
EvolveGCN-H,64,8,123,0.11940000206232071,0.30022603273391724,0.18082603067159653
EvolveGCN-H,64,8,123,0.38499999046325684,0.2877182960510254,-0.09728169441223145
EvolveGCN-H,64,8,123,0.16699999570846558,0.29017341136932373,0.12317341566085815
EvolveGCN-H,64,8,123,0.27619999647140503,0.3139384090900421,0.037738412618637085
EvolveGCN-H,64,8,123,0.4578000009059906,0.2930203974246979,-0.16477960348129272
EvolveGCN-H,64,8,123,0.4941999912261963,0.2929680347442627,-0.2012319564819336
EvolveGCN-H,64,8,123,0.24379999935626984,0.2801504135131836,0.03635041415691376
EvolveGCN-H,64,8,123,0.10700000077486038,0.30754512548446655,0.20054512470960617
EvolveGCN-H,64,8,123,0.18979999423027039,0.30072540044784546,0.11092540621757507
EvolveGCN-H,64,8,123,0.2978000044822693,0.3005880117416382,0.0027880072593688965
EvolveGCN-H,64,8,123,0.35339999198913574,0.30050167441368103,-0.05289831757545471
EvolveGCN-H,64,8,123,0.10899999737739563,0.29601556062698364,0.187015563249588
EvolveGCN-H,64,8,123,0.16019999980926514,0.26707592606544495,0.10687592625617981
EvolveGCN-H,64,8,123,0.29019999504089355,0.2895908057689667,-0.0006091892719268799
EvolveGCN-H,64,8,123,0.17739999294281006,0.28810811042785645,0.11070811748504639
EvolveGCN-H,64,8,123,0.2101999968290329,0.3086530566215515,0.09845305979251862
EvolveGCN-H,64,8,123,0.26339998841285706,0.29264798760414124,0.02924799919128418
EvolveGCN-H,64,8,123,0.4189999997615814,0.27481597661972046,-0.14418402314186096
EvolveGCN-H,64,8,123,0.1738000065088272,0.2942858934402466,0.12048588693141937
EvolveGCN-H,64,8,123,0.4138000011444092,0.2819872200489044,-0.13181278109550476
EvolveGCN-H,64,8,123,0.11500000208616257,0.30529719591140747,0.1902971938252449
EvolveGCN-H,64,8,123,0.3693999946117401,0.31564903259277344,-0.053750962018966675
EvolveGCN-H,64,8,123,0.10419999808073044,0.30641287565231323,0.2022128775715828
EvolveGCN-H,64,8,123,0.23980000615119934,0.2916891574859619,0.05188915133476257
EvolveGCN-H,64,8,123,0.272599995136261,0.2789652943611145,0.006365299224853516
EvolveGCN-H,64,8,123,0.38420000672340393,0.2962653636932373,-0.08793464303016663
EvolveGCN-H,64,8,123,0.4569999873638153,0.280579149723053,-0.17642083764076233
EvolveGCN-H,64,8,123,0.41620001196861267,0.29063844680786133,-0.12556156516075134
EvolveGCN-H,64,8,123,0.2770000100135803,0.28756457567214966,0.010564565658569336
EvolveGCN-H,64,8,123,0.3578000068664551,0.26025325059890747,-0.09754675626754761
EvolveGCN-H,64,8,123,0.4406000077724457,0.2970544993877411,-0.1435455083847046
EvolveGCN-H,64,8,123,0.3418000042438507,0.2935042679309845,-0.04829573631286621
EvolveGCN-H,64,8,123,0.1462000012397766,0.2921856641769409,0.1459856629371643
EvolveGCN-H,64,8,123,0.3357999920845032,0.2732836902141571,-0.06251630187034607
EvolveGCN-H,64,8,123,0.41019999980926514,0.2996312975883484,-0.11056870222091675
EvolveGCN-H,64,8,123,0.24500000476837158,0.28479209542274475,0.03979209065437317
EvolveGCN-H,64,8,123,0.19820000231266022,0.26367655396461487,0.06547655165195465
EvolveGCN-H,64,8,123,0.46459999680519104,0.30038508772850037,-0.16421490907669067
EvolveGCN-H,64,8,123,0.3901999890804291,0.2881544828414917,-0.10204550623893738
EvolveGCN-H,64,8,123,0.241799995303154,0.2938632369041443,0.052063241600990295
EvolveGCN-H,64,8,123,0.32339999079704285,0.2996864318847656,-0.02371355891227722
EvolveGCN-H,64,8,123,0.23819999396800995,0.2996222674846649,0.06142227351665497
EvolveGCN-H,64,8,123,0.4729999899864197,0.3114650249481201,-0.16153496503829956
EvolveGCN-H,64,8,123,0.4302000105381012,0.28283098340034485,-0.14736902713775635
EvolveGCN-H,64,8,123,0.35580000281333923,0.2984731197357178,-0.05732688307762146
EvolveGCN-H,64,8,123,0.43059998750686646,0.299841046333313,-0.13075894117355347
EvolveGCN-H,64,8,123,0.2750000059604645,0.2761487662792206,0.0011487603187561035
EvolveGCN-H,64,8,123,0.41499999165534973,0.3014942705631256,-0.11350572109222412
EvolveGCN-H,64,8,123,0.3061999976634979,0.29786717891693115,-0.008332818746566772
EvolveGCN-H,64,8,123,0.22059999406337738,0.28016397356987,0.059563979506492615
EvolveGCN-H,64,8,123,0.4410000145435333,0.29422706365585327,-0.14677295088768005
EvolveGCN-H,64,8,123,0.34540000557899475,0.3192640244960785,-0.02613598108291626
EvolveGCN-H,64,8,123,0.19020000100135803,0.2924739122390747,0.10227391123771667
EvolveGCN-H,64,8,123,0.20340000092983246,0.2744157910346985,0.07101579010486603
EvolveGCN-H,64,8,123,0.2937999963760376,0.3024407625198364,0.008640766143798828
EvolveGCN-H,64,8,123,0.2502000033855438,0.28019052743911743,0.02999052405357361
EvolveGCN-H,64,8,123,0.2962000072002411,0.3064027428627014,0.010202735662460327
EvolveGCN-H,64,8,123,0.3709999918937683,0.32578086853027344,-0.04521912336349487
EvolveGCN-H,64,8,123,0.17980000376701355,0.2905837297439575,0.11078372597694397
EvolveGCN-H,64,12,123,0.11020000278949738,0.29828089475631714,0.18808089196681976
EvolveGCN-H,64,12,123,0.2766000032424927,0.2672789990901947,-0.009321004152297974
EvolveGCN-H,64,12,123,0.4758000075817108,0.3019587993621826,-0.1738412082195282
EvolveGCN-H,64,12,123,0.17579999566078186,0.2964545488357544,0.12065455317497253
EvolveGCN-H,64,12,123,0.4918000102043152,0.277118980884552,-0.21468102931976318
EvolveGCN-H,64,12,123,0.12020000070333481,0.3080612123012543,0.18786121159791946
EvolveGCN-H,64,12,123,0.3601999878883362,0.29220256209373474,-0.06799742579460144
EvolveGCN-H,64,12,123,0.29820001125335693,0.2775893211364746,-0.020610690116882324
EvolveGCN-H,64,12,123,0.20739999413490295,0.3075009286403656,0.10010093450546265
EvolveGCN-H,64,12,123,0.3529999852180481,0.28765586018562317,-0.06534412503242493
EvolveGCN-H,64,12,123,0.15060000121593475,0.29565829038619995,0.1450582891702652
EvolveGCN-H,64,12,123,0.10859999805688858,0.2958076298236847,0.1872076317667961
EvolveGCN-H,64,12,123,0.4625999927520752,0.2813178598880768,-0.1812821328639984
EvolveGCN-H,64,12,123,0.2754000127315521,0.2828294038772583,0.007429391145706177
EvolveGCN-H,64,12,123,0.19419999420642853,0.30726248025894165,0.11306248605251312
EvolveGCN-H,64,12,123,0.40779998898506165,0.29920899868011475,-0.1085909903049469
EvolveGCN-H,64,12,123,0.11940000206232071,0.2994391918182373,0.1800391897559166
EvolveGCN-H,64,12,123,0.38499999046325684,0.2839730978012085,-0.10102689266204834
EvolveGCN-H,64,12,123,0.16699999570846558,0.29246583580970764,0.12546584010124207
EvolveGCN-H,64,12,123,0.27619999647140503,0.31076791882514954,0.03456792235374451
EvolveGCN-H,64,12,123,0.4578000009059906,0.29027724266052246,-0.16752275824546814
EvolveGCN-H,64,12,123,0.4941999912261963,0.28841495513916016,-0.20578503608703613
EvolveGCN-H,64,12,123,0.24379999935626984,0.27299636602401733,0.029196366667747498
EvolveGCN-H,64,12,123,0.10700000077486038,0.3034893274307251,0.19648932665586472
EvolveGCN-H,64,12,123,0.18979999423027039,0.2965858578681946,0.1067858636379242
EvolveGCN-H,64,12,123,0.2978000044822693,0.29778239130973816,-1.761317253112793e-05
EvolveGCN-H,64,12,123,0.35339999198913574,0.29446813464164734,-0.0589318573474884
EvolveGCN-H,64,12,123,0.10899999737739563,0.2922016978263855,0.18320170044898987
EvolveGCN-H,64,12,123,0.16019999980926514,0.2679396867752075,0.10773968696594238
EvolveGCN-H,64,12,123,0.29019999504089355,0.29214051365852356,0.0019405186176300049
EvolveGCN-H,64,12,123,0.17739999294281006,0.2842576801776886,0.10685768723487854
EvolveGCN-H,64,12,123,0.2101999968290329,0.30615001916885376,0.09595002233982086
EvolveGCN-H,64,12,123,0.26339998841285706,0.2914486527442932,0.028048664331436157
EvolveGCN-H,64,12,123,0.4189999997615814,0.2727372646331787,-0.1462627351284027
EvolveGCN-H,64,12,123,0.1738000065088272,0.29079580307006836,0.11699579656124115
EvolveGCN-H,64,12,123,0.4138000011444092,0.27940359711647034,-0.13439640402793884
EvolveGCN-H,64,12,123,0.11500000208616257,0.30088210105895996,0.1858820989727974
EvolveGCN-H,64,12,123,0.3693999946117401,0.31769299507141113,-0.05170699954032898
EvolveGCN-H,64,12,123,0.10419999808073044,0.305694043636322,0.20149404555559158
EvolveGCN-H,64,12,123,0.23980000615119934,0.29121023416519165,0.05141022801399231
EvolveGCN-H,64,12,123,0.272599995136261,0.27554720640182495,0.002947211265563965
EvolveGCN-H,64,12,123,0.38420000672340393,0.2933131456375122,-0.09088686108589172
EvolveGCN-H,64,12,123,0.4569999873638153,0.27871838212013245,-0.17828160524368286
EvolveGCN-H,64,12,123,0.41620001196861267,0.284762442111969,-0.13143756985664368
EvolveGCN-H,64,12,123,0.2770000100135803,0.2851848304271698,0.008184820413589478
EvolveGCN-H,64,12,123,0.3578000068664551,0.25477370619773865,-0.10302630066871643
EvolveGCN-H,64,12,123,0.4406000077724457,0.29203277826309204,-0.14856722950935364
EvolveGCN-H,64,12,123,0.3418000042438507,0.2914179563522339,-0.05038204789161682
EvolveGCN-H,64,12,123,0.1462000012397766,0.29242902994155884,0.14622902870178223
EvolveGCN-H,64,12,123,0.3357999920845032,0.2712116241455078,-0.06458836793899536
EvolveGCN-H,64,12,123,0.41019999980926514,0.2953115701675415,-0.11488842964172363
EvolveGCN-H,64,12,123,0.24500000476837158,0.2858443260192871,0.04084432125091553
EvolveGCN-H,64,12,123,0.19820000231266022,0.26208436489105225,0.06388436257839203
EvolveGCN-H,64,12,123,0.46459999680519104,0.2925228476524353,-0.17207714915275574
EvolveGCN-H,64,12,123,0.3901999890804291,0.2835248112678528,-0.1066751778125763
EvolveGCN-H,64,12,123,0.241799995303154,0.29185888171195984,0.05005888640880585
EvolveGCN-H,64,12,123,0.32339999079704285,0.2965259552001953,-0.026874035596847534
EvolveGCN-H,64,12,123,0.23819999396800995,0.29789358377456665,0.0596935898065567
EvolveGCN-H,64,12,123,0.4729999899864197,0.3058757483959198,-0.16712424159049988
EvolveGCN-H,64,12,123,0.4302000105381012,0.27807319164276123,-0.15212681889533997
EvolveGCN-H,64,12,123,0.35580000281333923,0.2927117347717285,-0.06308826804161072
EvolveGCN-H,64,12,123,0.43059998750686646,0.2964218258857727,-0.13417816162109375
EvolveGCN-H,64,12,123,0.2750000059604645,0.27264973521232605,-0.0023502707481384277
EvolveGCN-H,64,12,123,0.41499999165534973,0.29928848147392273,-0.115711510181427
EvolveGCN-H,64,12,123,0.3061999976634979,0.2952684164047241,-0.010931581258773804
EvolveGCN-H,64,12,123,0.22059999406337738,0.2756690979003906,0.055069103837013245
EvolveGCN-H,64,12,123,0.4410000145435333,0.2911539673805237,-0.14984604716300964
EvolveGCN-H,64,12,123,0.34540000557899475,0.3148937225341797,-0.030506283044815063
EvolveGCN-H,64,12,123,0.19020000100135803,0.2895664870738983,0.09936648607254028
EvolveGCN-H,64,12,123,0.20340000092983246,0.266994446516037,0.06359444558620453
EvolveGCN-H,64,12,123,0.2937999963760376,0.29772648215293884,0.003926485776901245
EvolveGCN-H,64,12,123,0.2502000033855438,0.2751476764678955,0.024947673082351685
EvolveGCN-H,64,12,123,0.2962000072002411,0.3022240996360779,0.006024092435836792
EvolveGCN-H,64,12,123,0.3709999918937683,0.3255871832370758,-0.045412808656692505
EvolveGCN-H,64,12,123,0.17980000376701355,0.29217231273651123,0.11237230896949768
Static GCN,32,4,123,0.11020000278949738,0.2952245771884918,0.18502457439899445
Static GCN,32,4,123,0.2766000032424927,0.2942425012588501,0.017642498016357422
Static GCN,32,4,123,0.4758000075817108,0.2952245771884918,-0.180575430393219
Static GCN,32,4,123,0.17579999566078186,0.2952245771884918,0.11942458152770996
Static GCN,32,4,123,0.4918000102043152,0.2952245771884918,-0.19657543301582336
Static GCN,32,4,123,0.12020000070333481,0.2952245771884918,0.175024576485157
Static GCN,32,4,123,0.3601999878883362,0.2952245771884918,-0.06497541069984436
Static GCN,32,4,123,0.29820001125335693,0.29386162757873535,-0.004338383674621582
Static GCN,32,4,123,0.20739999413490295,0.2952245771884918,0.08782458305358887
Static GCN,32,4,123,0.3529999852180481,0.2952245771884918,-0.057775408029556274
Static GCN,32,4,123,0.15060000121593475,0.2952245771884918,0.14462457597255707
Static GCN,32,4,123,0.10859999805688858,0.29939740896224976,0.19079741090536118
Static GCN,32,4,123,0.4625999927520752,0.2952245771884918,-0.16737541556358337
Static GCN,32,4,123,0.2754000127315521,0.2944602370262146,0.019060224294662476
Static GCN,32,4,123,0.19419999420642853,0.2952245771884918,0.1010245829820633
Static GCN,32,4,123,0.40779998898506165,0.2952245771884918,-0.11257541179656982
Static GCN,32,4,123,0.11940000206232071,0.2952245771884918,0.1758245751261711
Static GCN,32,4,123,0.38499999046325684,0.3049277067184448,-0.08007228374481201
Static GCN,32,4,123,0.16699999570846558,0.2930843234062195,0.1260843276977539
Static GCN,32,4,123,0.27619999647140503,0.2952245771884918,0.019024580717086792
Static GCN,32,4,123,0.4578000009059906,0.2952245771884918,-0.16257542371749878
Static GCN,32,4,123,0.4941999912261963,0.2952245771884918,-0.19897541403770447
Static GCN,32,4,123,0.24379999935626984,0.2952245771884918,0.051424577832221985
Static GCN,32,4,123,0.10700000077486038,0.2952245771884918,0.18822457641363144
Static GCN,32,4,123,0.18979999423027039,0.2952245771884918,0.10542458295822144
Static GCN,32,4,123,0.2978000044822693,0.2952245771884918,-0.002575427293777466
Static GCN,32,4,123,0.35339999198913574,0.2952245771884918,-0.05817541480064392
Static GCN,32,4,123,0.10899999737739563,0.29509228467941284,0.1860922873020172
Static GCN,32,4,123,0.16019999980926514,0.2952245771884918,0.13502457737922668
Static GCN,32,4,123,0.29019999504089355,0.2952245771884918,0.005024582147598267
Static GCN,32,4,123,0.17739999294281006,0.29674196243286133,0.11934196949005127
Static GCN,32,4,123,0.2101999968290329,0.2952245771884918,0.08502458035945892
Static GCN,32,4,123,0.26339998841285706,0.2952245771884918,0.031824588775634766
Static GCN,32,4,123,0.4189999997615814,0.2952245771884918,-0.1237754225730896
Static GCN,32,4,123,0.1738000065088272,0.2943251132965088,0.12052510678768158
Static GCN,32,4,123,0.4138000011444092,0.2952245771884918,-0.11857542395591736
Static GCN,32,4,123,0.11500000208616257,0.2969149947166443,0.18191499263048172
Static GCN,32,4,123,0.3693999946117401,0.29493826627731323,-0.07446172833442688
Static GCN,32,4,123,0.10419999808073044,0.2952245771884918,0.19102457910776138
Static GCN,32,4,123,0.23980000615119934,0.2952245771884918,0.05542457103729248
Static GCN,32,4,123,0.272599995136261,0.2952245771884918,0.022624582052230835
Static GCN,32,4,123,0.38420000672340393,0.2952245771884918,-0.08897542953491211
Static GCN,32,4,123,0.4569999873638153,0.2952245771884918,-0.1617754101753235
Static GCN,32,4,123,0.41620001196861267,0.2952245771884918,-0.12097543478012085
Static GCN,32,4,123,0.2770000100135803,0.29391974210739136,0.016919732093811035
Static GCN,32,4,123,0.3578000068664551,0.2952245771884918,-0.06257542967796326
Static GCN,32,4,123,0.4406000077724457,0.2952245771884918,-0.14537543058395386
