canonical_universe_id,universe_index,raw_directory,target_row_identity,snapshot_1_id,snapshot_1_path,snapshot_1_exists,snapshot_1_raw_halo_count,snapshot_1_valid_real_halo_count,snapshot_2_id,snapshot_2_path,snapshot_2_exists,snapshot_2_raw_halo_count,snapshot_2_valid_real_halo_count,snapshot_3_id,snapshot_3_path,snapshot_3_exists,snapshot_3_raw_halo_count,snapshot_3_valid_real_halo_count,snapshot_4_id,snapshot_4_path,snapshot_4_exists,snapshot_4_raw_halo_count,snapshot_4_valid_real_halo_count,snapshot_5_id,snapshot_5_path,snapshot_5_exists,snapshot_5_raw_halo_count,snapshot_5_valid_real_halo_count,seed42_train700_membership,seed123_train700_membership,seed2025_train700_membership,anomaly_flag
LH_219,219,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_219;universe_index=219;omega_m=0.4902,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_0.20000.list,true,8825,8825,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_0.25000.list,true,9050,9050,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_0.51209.list,true,7306,7306,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_0.75065.list,true,5910,5910,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_219_hlist_1.00000.list,true,5606,5606,validation,train,train,NONE
LH_220,220,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_220;universe_index=220;omega_m=0.3534,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_220_hlist_0.20000.list,true,6324,6324,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_220_hlist_0.25000.list,true,7308,7308,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_220_hlist_0.51209.list,true,7612,7612,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_220_hlist_0.75065.list,true,6851,6851,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_220_hlist_1.00000.list,true,6757,6757,test,train,train,NONE
LH_221,221,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_221;universe_index=221;omega_m=0.339,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_221_hlist_0.20000.list,true,5965,5965,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_221_hlist_0.25000.list,true,7072,7072,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_221_hlist_0.51209.list,true,7475,7475,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_221_hlist_0.75065.list,true,6373,6373,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_221_hlist_1.00000.list,true,6341,6341,train,train,train,NONE
LH_222,222,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_222;universe_index=222;omega_m=0.1102,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_222_hlist_0.20000.list,true,2472,2472,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_222_hlist_0.25000.list,true,3581,3581,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_222_hlist_0.51209.list,true,4376,4376,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_222_hlist_0.75065.list,true,4634,4634,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_222_hlist_1.00000.list,true,5157,5157,train,train,validation,NONE
LH_223,223,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_223;universe_index=223;omega_m=0.4406,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_223_hlist_0.20000.list,true,4783,4783,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_223_hlist_0.25000.list,true,6423,6423,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_223_hlist_0.51209.list,true,8473,8473,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_223_hlist_0.75065.list,true,7805,7805,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_223_hlist_1.00000.list,true,7532,7532,test,train,train,NONE
LH_224,224,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_224;universe_index=224;omega_m=0.4374,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_224_hlist_0.20000.list,true,8062,8062,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_224_hlist_0.25000.list,true,8609,8609,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_224_hlist_0.51209.list,true,7598,7598,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_224_hlist_0.75065.list,true,6228,6228,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_224_hlist_1.00000.list,true,5977,5977,test,validation,train,NONE
LH_225,225,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_225;universe_index=225;omega_m=0.249,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_225_hlist_0.20000.list,true,3054,3054,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_225_hlist_0.25000.list,true,4535,4535,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_225_hlist_0.51209.list,true,6669,6669,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_225_hlist_0.75065.list,true,6437,6437,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_225_hlist_1.00000.list,true,6587,6587,test,train,train,NONE
LH_226,226,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_226;universe_index=226;omega_m=0.163,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_226_hlist_0.20000.list,true,3996,3996,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_226_hlist_0.25000.list,true,5322,5322,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_226_hlist_0.51209.list,true,5893,5893,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_226_hlist_0.75065.list,true,5591,5591,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_226_hlist_1.00000.list,true,5946,5946,validation,train,train,NONE
LH_227,227,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_227;universe_index=227;omega_m=0.333,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_227_hlist_0.20000.list,true,2641,2641,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_227_hlist_0.25000.list,true,4495,4495,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_227_hlist_0.51209.list,true,7686,7686,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_227_hlist_0.75065.list,true,7269,7269,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_227_hlist_1.00000.list,true,7350,7350,train,train,train,NONE
LH_228,228,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_228;universe_index=228;omega_m=0.4262,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_228_hlist_0.20000.list,true,8051,8051,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_228_hlist_0.25000.list,true,9020,9020,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_228_hlist_0.51209.list,true,8132,8132,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_228_hlist_0.75065.list,true,6883,6883,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_228_hlist_1.00000.list,true,6454,6454,test,validation,train,NONE
LH_229,229,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_229;universe_index=229;omega_m=0.115,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_229_hlist_0.20000.list,true,1989,1989,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_229_hlist_0.25000.list,true,3021,3021,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_229_hlist_0.51209.list,true,4262,4262,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_229_hlist_0.75065.list,true,4543,4543,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_229_hlist_1.00000.list,true,4997,4997,train,validation,train,NONE
LH_230,230,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_230;universe_index=230;omega_m=0.103,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_230_hlist_0.20000.list,true,1874,1874,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_230_hlist_0.25000.list,true,2803,2803,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_230_hlist_0.51209.list,true,3712,3712,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_230_hlist_0.75065.list,true,4016,4016,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_230_hlist_1.00000.list,true,4499,4499,test,test,test,NONE
LH_231,231,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_231;universe_index=231;omega_m=0.3866,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_231_hlist_0.20000.list,true,5561,5561,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_231_hlist_0.25000.list,true,7164,7164,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_231_hlist_0.51209.list,true,8160,8160,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_231_hlist_0.75065.list,true,7318,7318,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_231_hlist_1.00000.list,true,7200,7200,train,train,train,NONE
LH_232,232,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_232;universe_index=232;omega_m=0.2166,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_232_hlist_0.20000.list,true,4612,4612,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_232_hlist_0.25000.list,true,5783,5783,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_232_hlist_0.51209.list,true,6425,6425,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_232_hlist_0.75065.list,true,6115,6115,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_232_hlist_1.00000.list,true,6288,6288,validation,train,test,NONE
LH_233,233,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_233;universe_index=233;omega_m=0.2254,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_233_hlist_0.20000.list,true,3030,3030,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_233_hlist_0.25000.list,true,4512,4512,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_233_hlist_0.51209.list,true,6638,6638,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_233_hlist_0.75065.list,true,6433,6433,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_233_hlist_1.00000.list,true,6735,6735,test,validation,test,NONE
LH_234,234,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_234;universe_index=234;omega_m=0.1074,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_234_hlist_0.20000.list,true,580,580,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_234_hlist_0.25000.list,true,1476,1476,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_234_hlist_0.51209.list,true,3742,3742,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_234_hlist_0.75065.list,true,4283,4283,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_234_hlist_1.00000.list,true,4942,4942,test,test,test,NONE
LH_235,235,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_235;universe_index=235;omega_m=0.265,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_235_hlist_0.20000.list,true,4629,4629,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_235_hlist_0.25000.list,true,5953,5953,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_235_hlist_0.51209.list,true,6721,6721,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_235_hlist_0.75065.list,true,6340,6340,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_235_hlist_1.00000.list,true,6398,6398,validation,train,train,NONE
LH_236,236,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_236;universe_index=236;omega_m=0.2262,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_236_hlist_0.20000.list,true,2641,2641,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_236_hlist_0.25000.list,true,4293,4293,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_236_hlist_0.51209.list,true,7019,7019,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_236_hlist_0.75065.list,true,6750,6750,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_236_hlist_1.00000.list,true,7157,7157,validation,validation,train,NONE
LH_237,237,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_237;universe_index=237;omega_m=0.221,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_237_hlist_0.20000.list,true,4448,4448,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_237_hlist_0.25000.list,true,5716,5716,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_237_hlist_0.51209.list,true,6603,6603,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_237_hlist_0.75065.list,true,6317,6317,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_237_hlist_1.00000.list,true,6577,6577,train,train,test,NONE
LH_238,238,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_238;universe_index=238;omega_m=0.3318,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_238_hlist_0.20000.list,true,6926,6926,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_238_hlist_0.25000.list,true,7693,7693,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_238_hlist_0.51209.list,true,7394,7394,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_238_hlist_0.75065.list,true,6431,6431,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_238_hlist_1.00000.list,true,6325,6325,test,test,train,NONE
LH_239,239,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_239;universe_index=239;omega_m=0.401,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_239_hlist_0.20000.list,true,5138,5138,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_239_hlist_0.25000.list,true,6560,6560,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_239_hlist_0.51209.list,true,8289,8289,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_239_hlist_0.75065.list,true,7524,7524,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_239_hlist_1.00000.list,true,7320,7320,train,train,train,NONE
LH_240,240,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_240;universe_index=240;omega_m=0.2438,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_240_hlist_0.20000.list,true,4716,4716,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_240_hlist_0.25000.list,true,6013,6013,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_240_hlist_0.51209.list,true,6856,6856,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_240_hlist_0.75065.list,true,6317,6317,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_240_hlist_1.00000.list,true,6561,6561,train,test,validation,NONE
LH_241,241,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_241;universe_index=241;omega_m=0.1234,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_241_hlist_0.20000.list,true,649,649,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_241_hlist_0.25000.list,true,1528,1528,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_241_hlist_0.51209.list,true,4241,4241,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_241_hlist_0.75065.list,true,4928,4928,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_241_hlist_1.00000.list,true,5641,5641,train,train,train,NONE
LH_242,242,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_242;universe_index=242;omega_m=0.3474,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_242_hlist_0.20000.list,true,6985,6985,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_242_hlist_0.25000.list,true,7850,7850,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_242_hlist_0.51209.list,true,7337,7337,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_242_hlist_0.75065.list,true,6119,6119,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_242_hlist_1.00000.list,true,5961,5961,train,train,train,NONE
LH_243,243,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_243;universe_index=243;omega_m=0.4122,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_243_hlist_0.20000.list,true,7214,7214,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_243_hlist_0.25000.list,true,8191,8191,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_243_hlist_0.51209.list,true,7720,7720,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_243_hlist_0.75065.list,true,6555,6555,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_243_hlist_1.00000.list,true,6314,6314,validation,train,validation,NONE
LH_244,244,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_244;universe_index=244;omega_m=0.1898,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_244_hlist_0.20000.list,true,2223,2223,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_244_hlist_0.25000.list,true,3649,3649,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_244_hlist_0.51209.list,true,6725,6725,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_244_hlist_0.75065.list,true,6649,6649,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_244_hlist_1.00000.list,true,7143,7143,train,train,test,NONE
LH_245,245,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_245;universe_index=245;omega_m=0.4322,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_245_hlist_0.20000.list,true,4385,4385,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_245_hlist_0.25000.list,true,6200,6200,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_245_hlist_0.51209.list,true,8544,8544,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_245_hlist_0.75065.list,true,7731,7731,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_245_hlist_1.00000.list,true,7481,7481,test,train,train,NONE
LH_246,246,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_246;universe_index=246;omega_m=0.2314,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_246_hlist_0.20000.list,true,2431,2431,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_246_hlist_0.25000.list,true,3822,3822,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_246_hlist_0.51209.list,true,6531,6531,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_246_hlist_0.75065.list,true,6538,6538,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_246_hlist_1.00000.list,true,6733,6733,test,train,test,NONE
LH_247,247,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_247;universe_index=247;omega_m=0.1942,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_247_hlist_0.20000.list,true,3886,3886,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_247_hlist_0.25000.list,true,5478,5478,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_247_hlist_0.51209.list,true,6522,6522,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_247_hlist_0.75065.list,true,6183,6183,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_247_hlist_1.00000.list,true,6435,6435,train,train,train,NONE
LH_248,248,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_248;universe_index=248;omega_m=0.1546,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_248_hlist_0.20000.list,true,3303,3303,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_248_hlist_0.25000.list,true,4488,4488,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_248_hlist_0.51209.list,true,5643,5643,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_248_hlist_0.75065.list,true,5542,5542,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_248_hlist_1.00000.list,true,5963,5963,validation,train,train,NONE
LH_249,249,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_249;universe_index=249;omega_m=0.4666,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_249_hlist_0.20000.list,true,6350,6350,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_249_hlist_0.25000.list,true,7707,7707,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_249_hlist_0.51209.list,true,8683,8683,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_249_hlist_0.75065.list,true,7702,7702,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_249_hlist_1.00000.list,true,7234,7234,validation,test,test,NONE
LH_250,250,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_250;universe_index=250;omega_m=0.1262,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_250_hlist_0.20000.list,true,2258,2258,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_250_hlist_0.25000.list,true,3502,3502,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_250_hlist_0.51209.list,true,4578,4578,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_250_hlist_0.75065.list,true,4740,4740,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_250_hlist_1.00000.list,true,5149,5149,test,train,test,NONE
LH_251,251,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_251;universe_index=251;omega_m=0.4118,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_251_hlist_0.20000.list,true,7662,7662,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_251_hlist_0.25000.list,true,8186,8186,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_251_hlist_0.51209.list,true,7741,7741,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_251_hlist_0.75065.list,true,6619,6619,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_251_hlist_1.00000.list,true,6284,6284,train,test,train,NONE
LH_252,252,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U,row_universe_id=LH_252;universe_index=252;omega_m=0.3634,0.20000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_252_hlist_0.20000.list,true,7782,7782,0.25000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_252_hlist_0.25000.list,true,8303,8303,0.51209,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_252_hlist_0.51209.list,true,7248,7248,0.75065,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_252_hlist_0.75065.list,true,6098,6098,1.00000,/home/ml/thesis-camels/data/raw/CAMELS_SIMBA_1000U/LH_252_hlist_1.00000.list,true,5947,5947,test,train,test,NONE
