artifact_path,artifact_type,likely_experiment_family,referenced_experiments,referenced_datasets,appears_current,appears_stale,mapping_confidence,notes
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/figures/true_vs_predicted_representative_runs.png,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/paired_pooling_differences.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/paired_mae_difference_by_seed.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/paired_r2_difference_by_seed.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/paired_rmse_difference_by_seed.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/per_seed_mae_trajectories.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/pooling_effect_summary.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/prediction_std_ratio_by_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/prediction_std_ratio_vs_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/repeated_prediction_fraction_by_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/representative_prediction_distributions.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/representative_residuals_vs_true.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/representative_true_vs_predicted.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/residuals_vs_true_representative_runs.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/seed_variability_by_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/seed_variability_vs_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/test_mae_by_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/test_mae_vs_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/test_r2_by_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/test_r2_vs_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/test_rmse_by_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/test_rmse_vs_graph_pooling.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/plot_data/true_vs_predicted_representative_runs.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/pooling_implementation.md,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/prediction_diagnostics.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/presentation_ready_summary.md,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/protocol_table.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/protocol_table.md,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/rebuild_graph_pooling_analysis.py,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/representative_runs.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/scientific_summary.md,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/seed_level_results.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/aggregate_pooling_results.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/aggregate_pooling_results.md,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/aggregate_pooling_results.tex,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/descriptive_pooling_summary.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/descriptive_pooling_summary.md,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/main_results_table.csv,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/main_results_table.md,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/main_results_table.tex,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/paired_pooling_differences.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/paired_pooling_differences.md,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/paired_pooling_differences.tex,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/prediction_collapse_diagnostics.csv,report,prediction_collapse_diagnostic,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/prediction_collapse_diagnostics.md,report,prediction_collapse_diagnostic,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/prediction_collapse_diagnostics.tex,report,prediction_collapse_diagnostic,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/seed_level_pooling_results.csv,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/seed_level_pooling_results.md,report,graph_validation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head_meanmax;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head_meanmax,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_graph_pooling_ablation_750u_top1000/tables/seed_level_pooling_results.tex,report,graph_validation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/README.md,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/aggregated_results.csv,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/analysis_manifest.json,report,head_ablation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/compatibility_report.md,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/controlled_progression_table.csv,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/controlled_progression_table.md,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/controlled_progression.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/controlled_progression.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/head_effect_summary.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/head_effect_summary.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/head_parameter_count_vs_mae.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/head_parameter_count_vs_mae.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/paired_mae_difference_by_seed.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/paired_mae_difference_by_seed.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/paired_r2_difference_by_seed.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/paired_r2_difference_by_seed.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/paired_rmse_difference_by_seed.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/paired_rmse_difference_by_seed.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/per_seed_mae_trajectories.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/per_seed_mae_trajectories.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/prediction_std_ratio_by_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/prediction_std_ratio_by_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/prediction_std_ratio_vs_regression_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/prediction_std_ratio_vs_regression_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/repeated_prediction_fraction_by_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/repeated_prediction_fraction_by_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/representative_prediction_distributions.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/representative_prediction_distributions.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/representative_residuals_vs_true.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/representative_residuals_vs_true.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/representative_true_vs_predicted.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/representative_true_vs_predicted.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/residuals_vs_true_representative_runs.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/residuals_vs_true_representative_runs.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/seed_variability_by_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/seed_variability_by_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/seed_variability_vs_regression_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/seed_variability_vs_regression_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_mae_by_regression_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_mae_by_regression_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_mae_vs_regression_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_mae_vs_regression_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_r2_by_regression_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_r2_by_regression_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_r2_vs_regression_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_r2_vs_regression_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_rmse_by_regression_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_rmse_by_regression_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_rmse_vs_regression_head.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/test_rmse_vs_regression_head.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/true_vs_predicted_representative_runs.pdf,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/figures/true_vs_predicted_representative_runs.png,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/head_implementation.md,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/historical_context_table.csv,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/historical_context_table.md,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/paired_head_differences.csv,report,head_ablation,evolvegcn_h_750u_top1000_h32_seed123_none;evolvegcn_h_750u_top1000_h32_seed123_none_linear_head;evolvegcn_h_750u_top1000_h32_seed2025_none;evolvegcn_h_750u_top1000_h32_seed2025_none_linear_head;evolvegcn_h_750u_top1000_h32_seed42_none;evolvegcn_h_750u_top1000_h32_seed42_none_linear_head;evolvegcn_h_750u_top1000_h32_seed777_none;evolvegcn_h_750u_top1000_h32_seed777_none_linear_head;evolvegcn_h_750u_top1000_h32_seed999_none;evolvegcn_h_750u_top1000_h32_seed999_none_linear_head,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/plot_data/controlled_progression.csv,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/plot_data/head_effect_summary.csv,report,head_ablation,,,unknown,false,medium,
reports/analysis/controlled_evolvegcn_regression_head_ablation_750u_top1000/plot_data/head_parameter_count_vs_mae.csv,report,head_ablation,,,unknown,false,medium,
