model,universes,seed,target,prediction,residual,plotted_y,test_mae,test_rmse,test_r2,test_pearson
EvolveGCN-H,500,123,0.1462000012397766,0.2738986015319824,0.1276986002922058,0.1276986002922058,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3357999920845032,0.2761252224445343,-0.05967476963996887,-0.05967476963996887,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.41019999980926514,0.2955934703350067,-0.11460652947425842,-0.11460652947425842,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.24500000476837158,0.3052760362625122,0.060276031494140625,0.060276031494140625,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.19820000231266022,0.2673506438732147,0.0691506415605545,0.0691506415605545,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.46459999680519104,0.30751222372055054,-0.1570877730846405,-0.1570877730846405,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3901999890804291,0.297770619392395,-0.09242936968803406,-0.09242936968803406,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.241799995303154,0.2992595434188843,0.057459548115730286,0.057459548115730286,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.32339999079704285,0.308149516582489,-0.015250474214553833,-0.015250474214553833,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.23819999396800995,0.30195340514183044,0.0637534111738205,0.0637534111738205,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4729999899864197,0.3121322989463806,-0.16086769104003906,-0.16086769104003906,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4302000105381012,0.2838099002838135,-0.14639011025428772,-0.14639011025428772,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.35580000281333923,0.2951545715332031,-0.06064543128013611,-0.06064543128013611,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.43059998750686646,0.30284130573272705,-0.1277586817741394,-0.1277586817741394,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2750000059604645,0.2728744149208069,-0.0021255910396575928,-0.0021255910396575928,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.41499999165534973,0.2856214642524719,-0.1293785274028778,-0.1293785274028778,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3061999976634979,0.3191845417022705,0.012984544038772583,0.012984544038772583,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.22059999406337738,0.26150184869766235,0.04090185463428497,0.04090185463428497,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.4410000145435333,0.29204005002975464,-0.1489599645137787,-0.1489599645137787,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.34540000557899475,0.30342698097229004,-0.04197302460670471,-0.04197302460670471,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.19020000100135803,0.31033653020858765,0.12013652920722961,0.12013652920722961,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.20340000092983246,0.2734873592853546,0.07008735835552216,0.07008735835552216,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2937999963760376,0.3094715476036072,0.01567155122756958,0.01567155122756958,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2502000033855438,0.3108714818954468,0.060671478509902954,0.060671478509902954,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.2962000072002411,0.30684781074523926,0.010647803544998169,0.010647803544998169,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.3709999918937683,0.3190862238407135,-0.05191376805305481,-0.05191376805305481,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
EvolveGCN-H,500,123,0.17980000376701355,0.3237456679344177,0.14394566416740417,0.14394566416740417,0.09924482007821402,0.11675728841112959,-0.05300625110331092,-0.11775060121440831
Static GCN,500,123,0.11020000278949738,0.3486936092376709,0.23849360644817352,0.23849360644817352,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2766000032424927,0.27621620893478394,-0.00038379430770874023,-0.00038379430770874023,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4758000075817108,0.3017428517341614,-0.17405715584754944,-0.17405715584754944,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.17579999566078186,0.2880903482437134,0.11229035258293152,0.11229035258293152,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4918000102043152,0.30626070499420166,-0.18553930521011353,-0.18553930521011353,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.12020000070333481,0.3076803684234619,0.1874803677201271,0.1874803677201271,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3601999878883362,0.2770380973815918,-0.08316189050674438,-0.08316189050674438,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.29820001125335693,0.24741293489933014,-0.050787076354026794,-0.050787076354026794,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.20739999413490295,0.2636476159095764,0.05624762177467346,0.05624762177467346,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3529999852180481,0.2885419726371765,-0.06445801258087158,-0.06445801258087158,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.15060000121593475,0.27259373664855957,0.12199373543262482,0.12199373543262482,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.10859999805688858,0.26943209767341614,0.16083209961652756,0.16083209961652756,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4625999927520752,0.2814175486564636,-0.18118244409561157,-0.18118244409561157,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2754000127315521,0.3043975234031677,0.0289975106716156,0.0289975106716156,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.19419999420642853,0.3137921690940857,0.11959217488765717,0.11959217488765717,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.40779998898506165,0.2746080756187439,-0.13319191336631775,-0.13319191336631775,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.11940000206232071,0.2929949164390564,0.1735949143767357,0.1735949143767357,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.38499999046325684,0.26500391960144043,-0.1199960708618164,-0.1199960708618164,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.16699999570846558,0.32203447818756104,0.15503448247909546,0.15503448247909546,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.27619999647140503,0.3034822344779968,0.027282238006591797,0.027282238006591797,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4578000009059906,0.3180401921272278,-0.13975980877876282,-0.13975980877876282,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4941999912261963,0.30718398094177246,-0.18701601028442383,-0.18701601028442383,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.24379999935626984,0.27409160137176514,0.0302916020154953,0.0302916020154953,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.10700000077486038,0.3040422201156616,0.19704221934080124,0.19704221934080124,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.18979999423027039,0.2960825562477112,0.1062825620174408,0.1062825620174408,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2978000044822693,0.31914252042770386,0.02134251594543457,0.02134251594543457,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.35339999198913574,0.31284087896347046,-0.04055911302566528,-0.04055911302566528,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.10899999737739563,0.2795034646987915,0.17050346732139587,0.17050346732139587,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.16019999980926514,0.3055558204650879,0.14535582065582275,0.14535582065582275,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.29019999504089355,0.28233563899993896,-0.00786435604095459,-0.00786435604095459,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.17739999294281006,0.2815423607826233,0.10414236783981323,0.10414236783981323,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2101999968290329,0.2921361029148102,0.08193610608577728,0.08193610608577728,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.26339998841285706,0.28332093358039856,0.019920945167541504,0.019920945167541504,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4189999997615814,0.33741962909698486,-0.08158037066459656,-0.08158037066459656,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.1738000065088272,0.309421181678772,0.13562117516994476,0.13562117516994476,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4138000011444092,0.2905311584472656,-0.12326884269714355,-0.12326884269714355,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.11500000208616257,0.27224332094192505,0.15724331885576248,0.15724331885576248,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3693999946117401,0.32269608974456787,-0.04670390486717224,-0.04670390486717224,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.10419999808073044,0.28951531648635864,0.1853153184056282,0.1853153184056282,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.23980000615119934,0.28429877758026123,0.04449877142906189,0.04449877142906189,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.272599995136261,0.2634025812149048,-0.009197413921356201,-0.009197413921356201,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.38420000672340393,0.26832115650177,-0.11587885022163391,-0.11587885022163391,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4569999873638153,0.3038237690925598,-0.1531762182712555,-0.1531762182712555,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.41620001196861267,0.27218854427337646,-0.1440114676952362,-0.1440114676952362,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2770000100135803,0.28774046897888184,0.010740458965301514,0.010740458965301514,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3578000068664551,0.262381911277771,-0.09541809558868408,-0.09541809558868408,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4406000077724457,0.31848835945129395,-0.12211164832115173,-0.12211164832115173,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3418000042438507,0.31244003772735596,-0.02935996651649475,-0.02935996651649475,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.1462000012397766,0.29899346828460693,0.15279346704483032,0.15279346704483032,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3357999920845032,0.2788623571395874,-0.05693763494491577,-0.05693763494491577,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.41019999980926514,0.27507221698760986,-0.13512778282165527,-0.13512778282165527,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.24500000476837158,0.2648433446884155,0.019843339920043945,0.019843339920043945,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.19820000231266022,0.27422016859054565,0.07602016627788544,0.07602016627788544,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.46459999680519104,0.30194973945617676,-0.16265025734901428,-0.16265025734901428,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3901999890804291,0.329146146774292,-0.061053842306137085,-0.061053842306137085,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.241799995303154,0.3170096278190613,0.07520963251590729,0.07520963251590729,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.32339999079704285,0.29071661829948425,-0.032683372497558594,-0.032683372497558594,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.23819999396800995,0.2684437334537506,0.03024373948574066,0.03024373948574066,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4729999899864197,0.28636375069618225,-0.18663623929023743,-0.18663623929023743,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4302000105381012,0.3047180771827698,-0.12548193335533142,-0.12548193335533142,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.35580000281333923,0.2711561918258667,-0.08464381098747253,-0.08464381098747253,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.43059998750686646,0.29053688049316406,-0.1400631070137024,-0.1400631070137024,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2750000059604645,0.2986854910850525,0.023685485124588013,0.023685485124588013,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.41499999165534973,0.31725436449050903,-0.0977456271648407,-0.0977456271648407,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3061999976634979,0.3044523596763611,-0.0017476379871368408,-0.0017476379871368408,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.22059999406337738,0.330763578414917,0.11016358435153961,0.11016358435153961,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.4410000145435333,0.2959689497947693,-0.14503106474876404,-0.14503106474876404,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.34540000557899475,0.2939978837966919,-0.051402121782302856,-0.051402121782302856,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.19020000100135803,0.27837520837783813,0.0881752073764801,0.0881752073764801,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.20340000092983246,0.2925099730491638,0.08910997211933136,0.08910997211933136,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2937999963760376,0.2975974678993225,0.003797471523284912,0.003797471523284912,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2502000033855438,0.3073984384536743,0.05719843506813049,0.05719843506813049,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.2962000072002411,0.29680341482162476,0.000603407621383667,0.000603407621383667,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.3709999918937683,0.3137528896331787,-0.0572471022605896,-0.0572471022605896,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
Static GCN,500,123,0.17980000376701355,0.3368460536003113,0.15704604983329773,0.15704604983329773,0.09737441301345826,0.11448828811518416,-0.012476780112041563,0.05530510272576662
